"SHIP","SURVEY","CLAMS_EVENT_NUMBER","CLAMS_STATION_NUMBER","GRID_STATION_NAME","GEAR","GEAR_ACTIVITY","LATITUDE","LONGITUDE","TIMESTAMP","CLAMS_COMMENTS"
175,201901,221,"58","CH-K01","3m Beam Trawl","Standard bottom sample","71.0049433333","-168.503185","09052019 20:44:19.663","PSBT020 CH-K01"
175,201701,222,"","","Seabird Survey","Seabird Survey Start","69.8829716667","-166.813791667","08212017 23:44:08.661",""
175,201901,222,"58","CH-K01","Bongo","Oblique tow","71.008845","-168.473143333","09052019 21:04:54.417","BON029 CH-K01"
175,201701,223,"","","Seabird Survey","Seabird Survey End","69.78278","-166.444463333","08222017 01:03:30.816",""
175,201901,223,"58","CH-K01","Marinovich","Opportunistic off-bottom sample","71.0019","-168.488836667","09052019 21:35:46.751",""
175,201701,224,"40","","CTD","Oceanography","69.78555","-166.443486667","08222017 01:11:57.287","LB08"
175,201901,224,"59","CH-LM01","CTD","Oceanography","71.7511216667","-168.488378333","09062019 15:02:41.335","CTD062 CH-LM01"
175,201701,225,"","","Seabird Survey","Seabird Survey Start","69.7579766667","-166.336603333","08222017 01:40:16.373",""
175,201901,225,"59","CH-LM01","Juday","Vertical Plankton  Tow","71.7515116667","-168.488475","09062019 15:03:52.080","JUDAY022 CCH-LM01"
175,201701,226,"","","Seabird Survey","Seabird Survey End","69.7166666667","-166.193325","08222017 02:10:19.201",""
175,201901,226,"59","CH-LM01","Benthic Grab","Benthic grab","71.752995","-168.488846667","09062019 15:08:26.354","GRAB019 CH-LM01"
175,201701,227,"41","","CTD","Oceanography","69.6882533333","-166.084991667","08222017 02:47:52.034","LB07"
175,201901,227,"59","CH-LM01","3m Beam Trawl","Standard bottom sample","71.7531166667","-168.487378333","09062019 15:24:29.506","PSBT021 CH-LM01"
175,201701,228,"","","Seabird Survey","Seabird Survey Start","69.6897133333","-166.080816667","08222017 02:52:58.639",""
175,201901,228,"59","CH-LM01","Bongo","Oblique tow","71.74458","-168.487556667","09062019 15:44:37.926","BON030 CH-LM01"
175,201701,229,"","","Seabird Survey","Seabird Survey End","69.5900383333","-165.767823333","08222017 04:02:07.650",""
175,201901,229,"59","CH-LM01","Marinovich","Opportunistic off-bottom sample","71.739265","-167.99436","09062019 17:32:55.765",""
175,201701,230,"42","","CTD","Oceanography","69.5841366667","-165.739118333","08222017 04:17:30.761","LB06"
175,201901,230,"60","CH-LM02","CTD","Oceanography","71.7513616667","-166.891521667","09062019 20:58:53.265","CTD063 CH-LM02"
175,201701,231,"","","Seabird Survey","Seabird Survey Start","69.58296","-165.729511667","08222017 04:23:12.569",""
175,201901,231,"60","CH-LM02","Juday","Vertical Plankton  Tow","71.7516233333","-166.890525","09062019 21:00:26.843","JUDAY023 CH-LM02"
175,201701,232,"","","Seabird Survey","Seabird Survey End","69.5014666667","-165.385151667","08222017 05:27:02.263",""
175,201901,232,"60","CH-LM02","Benthic Grab","Benthic grab","71.7517466667","-166.889951667","09062019 21:01:20.226","GRAB020 CH-LM02"
175,201701,233,"43","","CTD","Oceanography","69.5004616667","-165.373815","08222017 05:37:09.777","LB05"
175,201901,233,"60","CH-LM02","3m Beam Trawl","Standard bottom sample","71.7501816667","-166.89543","09062019 21:18:10.159","PSBT022 CH-LM02"
175,201701,234,"","","Seabird Survey","Seabird Survey Start","69.5013616667","-165.371828333","08222017 05:42:05.978",""
175,201901,234,"60","CH-LM02","Bongo","Oblique tow","71.7446866667","-166.923255","09062019 21:44:39.427","BON031 CH-LM02"
175,201701,235,"","","Seabird Survey","Seabird Survey End","69.44364","-165.139553333","08222017 06:26:30.127",""
175,201901,235,"60","CH-LM02","Marinovich","Opportunistic off-bottom sample","71.7387316667","-166.50242","09062019 23:21:01.050","footrope 2-4 m off bottom to get deep layer weve seen. ctd shows bottom temp >4."
175,201701,236,"","","Seabird Survey","Seabird Survey Start","69.428245","-165.076256667","08222017 06:38:26.960",""
175,201901,236,"61","CH-LM03","CTD","Oceanography","71.7551683333","-165.312363333","09072019 15:03:39.382","CTD064 CH-LM03"
175,201701,237,"","","Seabird Survey","Seabird Survey End","69.411325","-165.004933333","08222017 06:51:54.145",""
175,201901,237,"61","CH-LM03","Juday","Vertical Plankton  Tow","71.7552316667","-165.312185","09072019 15:05:39.167","JUDAY024 CH-LM03"
175,201701,238,"44","","CTD","Oceanography","69.4099416667","-164.998976667","08222017 06:58:53.140","LB04"
175,201901,238,"61","CH-LM03","Benthic Grab","Benthic grab","71.7552416667","-165.312096667","09072019 15:06:25.112","GRAB021 CH-LMO3"
175,201701,239,"","","Seabird Survey","Seabird Survey Start","68.495445","-167.09655","08222017 16:22:15.057",""
175,201901,239,"61","CH-LM03","3m Beam Trawl","Standard bottom sample","71.7547233333","-165.322858333","09072019 15:24:14.641","PSBT023 CH-LM03"
175,201701,240,"","","Seabird Survey","Seabird Survey End","68.31312","-166.928025","08222017 18:08:19.643",""
175,201901,240,"61","CH-LM03","Bongo","Oblique tow","71.7532066667","-165.345071667","09072019 15:40:43.950","BON032 CH-LM03"
175,201701,241,"45","","CTD","Oceanography","68.3135416667","-166.931653333","08222017 18:21:22.669","PH08"
175,201901,241,"61","CH-LM03","Marinovich","Opportunistic off-bottom sample","71.7503033333","-164.885478333","09072019 17:51:29.952",""
175,201701,242,"","","Seabird Survey","Seabird Survey Start","68.3096033333","-166.944986667","08222017 18:29:16.157",""
175,201901,242,"62","CH-LM04","CTD","Oceanography","71.7498766667","-163.69455","09072019 21:21:41.558","CTTD065 CH-LM04"
175,201701,243,"","","Seabird Survey","Seabird Survey End","68.2437233333","-167.117233333","08222017 19:25:41.138",""
175,201901,243,"62","CH-LM04","Juday","Vertical Plankton  Tow","71.7499666667","-163.694706667","09072019 21:22:44.990","JUDAY025 CH-LM04"
175,201701,244,"46","","CTD","Oceanography","68.243885","-167.118398333","08222017 19:31:32.158","PH07"
175,201901,244,"62","CH-LM04","Benthic Grab","Benthic grab","71.75011","-163.694943333","09072019 21:24:22.563","GRAB022 CH-LM04"
175,201701,245,"46","","CTD","Oceanography","68.2458966667","-167.120086667","08222017 19:52:03.565","PH07.  2ND CAST FOR PHYTO PRODUCTION EXPT"
175,201901,245,"62","CH-LM04","3m Beam Trawl","Standard bottom sample","71.748245","-163.692496667","09072019 21:37:20.248","PSBT024 CH-LM04"
175,201701,246,"","","Seabird Survey","Seabird Survey Start","68.2437533333","-167.128101667","08222017 19:59:47.242",""
175,201901,246,"62","CH-LM04","Bongo","Oblique tow","71.7424716667","-163.68109","09072019 21:51:54.999","BON033 CH-LM04"
175,201901,247,"62","CH-LM04","Marinovich","Opportunistic off-bottom sample","71.7482383333","-163.105721667","09072019 23:51:16.152",""
175,201701,247,"","","Seabird Survey","Seabird Survey End","68.1949583333","-167.303738333","08222017 20:36:45.325",""
175,201901,248,"63","CH-LM05","CTD","Oceanography","","","09082019 15:45:29.415","CTD066 CH-LM05"
175,201701,248,"47","","CTD","Oceanography","68.19486","-167.306005","08222017 20:43:06.508","PH06"
175,201901,249,"63","CH-LM05","Juday","Vertical Plankton  Tow","71.7512983333","-161.99471","09082019 15:07:49.333","JUDAY026 CH-LM05"
175,201701,249,"","","Seabird Survey","Seabird Survey Start","68.1894016667","-167.327318333","08222017 20:52:47.587",""
175,201901,250,"63","CH-LM05","Benthic Grab","Benthic grab","71.7512683333","-161.995305","09082019 15:09:07.539","GRAB23 CH-LM05"
175,201701,250,"","","Seabird Survey","Seabird Survey End","68.1300916667","-167.507733333","08222017 21:35:29.563",""
175,201901,251,"63","CH-LM05","3m Beam Trawl","Standard bottom sample","71.751755","-161.984706667","09082019 15:22:16.369","PSBT025 CH-LM05"
175,201701,251,"48","","CTD","Oceanography","68.13035","-167.510605","08222017 21:41:06.263","PH05"
175,201901,252,"63","CH-LM05","Bongo","Oblique tow","71.756145","-161.956226667","09082019 15:43:07.455","BON034 CH-LM05"
175,201701,252,"","","Seabird Survey","Seabird Survey End","68.01222","-167.86097","08222017 23:03:12.863",""
175,201901,253,"63","CH-LM05","Marinovich","Opportunistic off-bottom sample","71.7497316667","-161.090758333","09082019 18:20:48.479",""
175,201701,253,"49","","CTD","Oceanography","68.0129","-167.863481667","08222017 23:10:18.421","PH04"
175,201901,254,"64","CH-LM06","CTD","Oceanography","71.7509116667","-160.399768333","09082019 20:44:28.543","CTD067 CH-LM06"
175,201701,254,"","","Seabird Survey","Seabird Survey Start","68.0104583333","-167.878021667","08222017 23:19:42.520",""
175,201901,255,"64","CH-LM06","Juday","Vertical Plankton  Tow","71.7511066667","-160.402058333","09082019 20:48:02.049","JUDAY027 CH-LM06"
175,201701,255,"","","Seabird Survey","Seabird Survey End","67.9077533333","-168.194058333","08232017 00:36:07.583",""
175,201901,256,"64","CH-LM06","Benthic Grab","Benthic grab","71.75119","-160.402901667","09082019 20:49:19.002","GRAB024 CH-LM06"
175,201701,256,"","","AI17_AU","Mooring Deployment","67.9072983333","-168.202403333","08232017 00:50:23.158","PH03"
175,201901,257,"64","CH-LM06","3m Beam Trawl","Standard bottom sample","71.7504066667","-160.399786667","09082019 21:04:10.971","PSBT026 CH-LM06"
175,201701,257,"","","Current Profiler","Mooring Deployment","67.9111","-168.197688333","08232017 01:26:52.214","PH03"
175,201901,258,"64","CH-LM06","Bongo","Oblique tow","71.7503766667","-160.369535","09082019 21:24:49.687","BON035 CH-LM06"
175,201701,258,"50","","CTD","Oceanography","67.90759","-168.214766667","08232017 01:42:00.131","PH03"
175,201901,259,"64","CH-LM06","Marinovich","Opportunistic off-bottom sample","71.7507066667","-159.370628333","09092019 00:18:12.180",""
175,201701,259,"","","Seabird Survey","Seabird Survey Start","67.8681083333","-168.33597","08232017 02:16:26.213",""
175,201701,260,"","","Seabird Survey","Seabird Survey End","67.7904833333","-168.577296667","08232017 03:13:08.946",""
175,201901,260,"65","CH-LM07","CTD","Oceanography","71.7526433333","-158.79813","09092019 15:00:34.338","CTD068 CH-LM07"
175,201701,261,"51","","CTD","Oceanography","67.7866733333","-168.591583333","08232017 03:25:20.470","PH02"
175,201901,261,"65","CH-LM07","Juday","Vertical Plankton  Tow","71.7528083333","-158.79758","09092019 15:04:29.704","JUDAY028 CH-LM07"
175,201701,262,"","","Seabird Survey","Seabird Survey Start","67.7853183333","-168.59354","08232017 03:31:26.121",""
175,201901,262,"65","CH-LM07","Benthic Grab","Benthic grab","71.7528266667","-158.797433333","09092019 15:05:17.456","GRAB025 CH-LM07"
175,201701,263,"","","Seabird Survey","Seabird Survey End","67.693315","-168.92812","08232017 04:56:46.251",""
175,201901,263,"65","CH-LM07","3m Beam Trawl","Standard bottom sample","71.751425","-158.804246667","09092019 15:20:18.036","PSBT027 CH-LM07"
175,201701,264,"52","","CTD","Oceanography","67.6890383333","-168.93581","08232017 05:07:22.800","PH01"
175,201901,264,"65","CH-LM07","Bongo","Oblique tow","71.7448366667","-158.832176667","09092019 15:44:15.862","BON036 CH-LM07"
175,201701,265,"","","Seabird Survey","Seabird Survey Start","67.6749583333","-168.930238333","08232017 05:19:21.649",""
175,201901,265,"66","CH-LM08","CTD","Oceanography","71.7508766667","-157.201035","09092019 19:26:44.735","CTD069 CH-LM08"
175,201701,266,"","","Seabird Survey","Seabird Survey End","67.466105","-168.814678333","08232017 06:49:06.955",""
175,201901,266,"66","CH-LM08","Juday","Vertical Plankton  Tow","71.7513816667","-157.200706667","09092019 19:30:25.555","JUDAY029 CH-LM08"
175,201701,267,"","","Seabird Survey","Seabird Survey Start","71.60916","-165.314","08202017 16:10:16.336",""
175,201901,267,"66","CH-LM08","Benthic Grab","Benthic grab","71.7515533333","-157.200578333","09092019 19:31:37.009","GRAB026 CH-LM08"
175,201701,268,"","","Seabird Survey","Seabird Survey Start","70.203","-168.2918","08212017 16:25:31.316",""
175,201901,268,"66","CH-LM08","3m Beam Trawl","Standard bottom sample","71.7495833333","-157.200205","09092019 19:50:25.607","PSBT28 CH-LM08"
175,201701,269,"","","Seabird Survey","Seabird Survey Start","68.1295","-167.518","08222017 21:48:43.785",""
175,201901,269,"66","CH-LM08","Bongo","Oblique tow","71.740345","-157.219238333","09092019 20:12:55.994","BON037 CH-LM08"
175,201701,270,"","","Seabird Survey","Seabird Survey Start","71.9896833333","-165.860641667","08292017 06:32:51.838",""
175,201901,270,"66","CH-LM08","Marinovich","Opportunistic off-bottom sample","71.7443583333","-157.280728333","09092019 20:35:25.818","lighter tom weights, shallow layer at end of line"
175,201701,271,"","","Seabird Survey","Seabird Survey End","71.9903866667","-165.859738333","08292017 06:33:22.714",""
175,201901,271,"67","CH-IJ04","CTD","Oceanography","70.2526866667","-164.091535","09102019 16:05:37.570","CTD 070.  STN CHIJ04"
175,201901,272,"67","CH-IJ04","Juday","Vertical Plankton  Tow","70.2529566667","-164.091311667","09102019 16:07:57.435","JUDAY 030. STN IJ04"
175,201701,272,"53","CH-N03","Juday","Vertical Plankton  Tow","72.497535","-165.192013333","08292017 14:30:30.483","JUDAY NET HAUL NOT BONGO"
175,201901,273,"67","CH-IJ04","Benthic Grab","Benthic grab","70.2531883333","-164.091213333","09102019 16:09:42.305","STN IJ04. GRAB 027."
175,201701,273,"53","CH-N03","CTD","Opportunistic bottom sample","72.498335","-165.18452","08292017 14:41:19.749",""
175,201901,274,"67","CH-IJ04","3m Beam Trawl","Standard bottom sample","70.2510366667","-164.097626667","09102019 16:25:28.606","STN IJ04. BEAM 029."
175,201701,274,"53","CH-N03","Bongo","Opportunistic bottom sample","72.4997716667","-165.172125","08292017 14:59:40.629",""
175,201901,275,"67","CH-IJ04","Bongo","Oblique tow","70.2461916667","-164.112758333","09102019 16:40:55.179",""
175,201701,275,"53","CH-N03","3m Beam Trawl","Standard bottom sample","72.5082283333","-165.152326667","08292017 15:51:19.106",""
175,201901,276,"67","CH-IJ04","Marinovich","Opportunistic off-bottom sample","70.2489916667","-164.534771667","09102019 18:22:59.322",""
175,201701,276,"53","CH-N03","Marinovich","Opportunistic off-bottom sample","72.494285","-164.341203333","08292017 19:06:11.446","350m for ~ 30m HR depth @ 2.2 knots.  Will try changing position of thetrawl warp  door bail connection next time.  All pocket nets came back closed"
175,201701,277,"","","Seabird Survey","Seabird Survey Start","72.503165","-164.326036667","08292017 20:39:37.182",""
175,201901,277,"68","CH-IJ03","CTD","Oceanography","70.2492316667","-165.490665","09102019 21:42:52.451","CTD  071. STN IJ03"
175,201701,278,"","","Seabird Survey","Seabird Survey End","72.500175","-163.509586667","08292017 22:31:02.516",""
175,201901,278,"68","CH-IJ03","Juday","Vertical Plankton  Tow","70.2491966667","-165.489706667","09102019 21:44:58.232","JUDAY 031. STN IJ03."
175,201701,279,"54","CH-N04","CTD","Opportunistic bottom sample","72.4983466667","-163.509615","08292017 22:41:49.091",""
175,201901,279,"68","CH-IJ03","Benthic Grab","Benthic grab","70.2492","-165.489146667","09102019 21:46:11.290","GRAB032. STN IJ03"
175,201701,280,"54","CH-N04","Juday","Vertical Plankton  Tow","72.495235","-163.511038333","08292017 22:58:52.081","JUDAY NET NOT BONGO"
175,201901,280,"68","CH-IJ03","3m Beam Trawl","Standard bottom sample","70.2468966667","-165.491811667","09102019 21:59:00.046","STN IJ03. BEAM030."
175,201701,281,"54","CH-N04","CTD","Oceanography","72.4908166667","-163.513661667","08292017 23:21:34.376",""
175,201901,281,"68","CH-IJ03","Bongo","Oblique tow","70.2408816667","-165.504058333","09102019 22:15:24.915","BON039 CH-IJ03"
175,201701,282,"54","CH-N04","Bongo","Opportunistic bottom sample","72.492705","-163.509868333","08292017 23:37:04.959",""
175,201901,282,"68","CH-IJ03","Marinovich","Opportunistic off-bottom sample","70.2495933333","-165.540283333","09102019 23:42:27.738","hr around 30 for pollock looking sign"
175,201701,283,"54","CH-N04","3m Beam Trawl","Standard bottom sample","72.5000633333","-163.492553333","08292017 23:55:43.950",""
175,201901,283,"69","CH-IJ02","CTD","Oceanography","70.24837","-166.997291667","09112019 15:01:05.035","CTD072, STN IJ02"
175,201701,284,"","","Seabird Survey","Seabird Survey Start","72.500025","-163.45116","08302017 00:21:41.907",""
175,201901,284,"69","CH-IJ02","Benthic Grab","Benthic grab","70.2485166667","-166.996445","09112019 15:05:43.855","GRAB 029, STNIJ02"
175,201701,285,"","","Seabird Survey","Seabird Survey End","72.5017516667","-163.166793333","08302017 01:02:12.476",""
175,201901,285,"69","CH-IJ02","Juday","Vertical Plankton  Tow","70.2486","-166.996273333","09112019 15:07:35.381",""
175,201701,286,"54","CH-N04","Marinovich","Opportunistic off-bottom sample","72.5027633333","-163.087983333","08302017 02:46:07.028","Net sounder on upside down. All pocket nets came back closed altough 7, 8 and 9 were empty."
175,201901,286,"69","CH-IJ02","3m Beam Trawl","Standard bottom sample","70.2451816667","-167.002185","09112019 15:24:07.756","BEAM 031, STNIJ02"
175,201701,287,"","","Seabird Survey","Seabird Survey Start","72.4959216667","-163.179593333","08302017 03:41:25.871",""
175,201901,287,"69","CH-IJ02","Bongo","Oblique tow","70.23881","-167.014366667","09112019 15:42:08.015","BON040, STNIJ02"
175,201701,288,"","","Seabird Survey","Seabird Survey End","72.50034","-162.182493333","08302017 05:55:35.194",""
175,201901,288,"69","CH-IJ02","Marinovich","Opportunistic off-bottom sample","70.25084","-167.322828333","09112019 17:02:42.020",""
175,201701,289,"55","CH-N05","Juday","Vertical Plankton  Tow","72.496975","-161.897315","08302017 14:12:18.620","JUDAY NET NOT BONGO"
175,201901,289,"70","CH-IJ01","Marinovich","Opportunistic off-bottom sample","70.250015","-167.968651667","09112019 20:16:45.144",""
175,201901,290,"70","CH-IJ01","CTD","Oceanography","70.2511416667","-168.498741667","09112019 22:30:21.467","CTD073, STNIJ01"
175,201701,290,"55","CH-N05","CTD","Opportunistic bottom sample","72.49524","-161.895181667","08302017 14:21:38.786",""
175,201701,291,"55","CH-N05","Bongo","Opportunistic bottom sample","72.4933966667","-161.885621667","08302017 14:34:49.173",""
175,201901,291,"70","CH-IJ01","Juday","Vertical Plankton  Tow","70.25127","-168.499278333","09112019 22:32:26.894","JUDAYY033, STNIJ01"
175,201701,292,"55","CH-N05","3m Beam Trawl","Standard bottom sample","72.501905","-161.904773333","08302017 15:02:04.067",""
175,201901,292,"70","CH-IJ01","Benthic Grab","Benthic grab","70.2514333333","-168.49994","09112019 22:34:39.738","GRAB030, STNIJ01"
175,201701,293,"55","CH-N05","3m Beam Trawl","Standard bottom sample","72.4992083333","-161.894123333","08302017 15:22:56.304",""
175,201901,293,"70","CH-IJ01","3m Beam Trawl","Standard bottom sample","70.2497283333","-168.502283333","09112019 22:47:33.132","BEAM032, STNIJ01"
175,201901,294,"70","CH-IJ01","Bongo","Oblique tow","70.242025","-168.50051","09112019 23:04:48.630","BON041, STNIJ01"
175,201701,294,"","","Seabird Survey","Seabird Survey Start","72.5018116667","-161.589656667","08302017 16:28:23.012",""
175,201701,295,"","","Seabird Survey","Seabird Survey End","72.5002016667","-160.214913333","08302017 19:35:09.852",""
175,201901,295,"71","CH-H01","Juday","Vertical Plankton  Tow","69.4999666667","-168.508155","09172019 16:00:52.028","CH-H01"
175,201901,296,"71","CH-H01","Benthic Grab","Benthic grab","69.4983466667","-168.509651667","09172019 16:10:00.915",""
175,201701,296,"56","CH-N06","CTD","Opportunistic bottom sample","72.49948","-160.211335","08302017 19:45:04.423","max depth 42m"
175,201901,297,"71","CH-H01","Bongo","Oblique tow","69.5024833333","-168.50178","09172019 16:25:11.013",""
175,201701,297,"56","CH-N06","Bongo","Opportunistic bottom sample","72.497645","-160.213313333","08302017 20:03:49.952",""
175,201701,298,"56","CH-N06","Benthic Grab","Benthic grab","72.4960833333","-160.213238333","08302017 20:17:18.684","No sample."
175,201901,298,"71","CH-H01","3m Beam Trawl","Standard bottom sample","69.5043566667","-168.48219","09172019 16:39:02.993",""
175,201701,299,"56","CH-N06","CTD","Oceanography","72.4947366667","-160.213523333","08302017 20:28:16.902",""
175,201901,299,"71","CH-H01","CTD","Oceanography","69.4991383333","-168.466138333","09172019 17:07:20.405",""
175,201701,300,"56","CH-N06","Bongo","Oblique tow","72.4896533333","-160.21136","08302017 20:42:42.830",""
175,201901,300,"72","CH-H02","CTD","Oceanography","69.4998516667","-167.096835","09172019 21:14:35.372","CTD075, STN H02"
175,201701,301,"56","CH-N06","3m Beam Trawl","Standard bottom sample","72.4715983333","-160.21838","08302017 21:09:38.896",""
175,201901,301,"72","CH-H02","Juday","Vertical Plankton  Tow","69.49959","-167.09629","09172019 21:16:01.797","JUDAY035, STN H06"
175,201701,302,"56","CH-N06","Marinovich","Opportunistic off-bottom sample","72.5132716667","-160.253223333","08302017 22:11:43.417","Streamed net at 3.9 knots SOG, shot doors at 2.6, towing at 595 RPM, 2.2 SOG, 110m of warp out, HR=23m small adjustments to reduce crabbing.  Seems to be getting to reasonble fishing settings for shallow tows.  All pocket nets OK, some with no catch but not open."
175,201901,302,"72","CH-H02","Benthic Grab","Benthic grab","69.499055","-167.09519","09172019 21:19:00.453","GRAB032, STN H02"
175,201701,303,"","","Seabird Survey","Seabird Survey Start","72.5231033333","-160.316653333","08302017 23:02:59.942",""
175,201901,303,"72","CH-H02","Bongo","Oblique tow","69.4999733333","-167.090265","09172019 21:31:46.827","BON043, STN H02"
175,201701,304,"","","Seabird Survey","Seabird Survey End","72.5008333333","-158.521035","08312017 03:21:20.130",""
175,201901,304,"72","CH-H02","3m Beam Trawl","Standard bottom sample","69.505205","-167.092263333","09172019 21:43:29.792","BEAM 034, STNH02"
175,201701,305,"57","CH-N07","Juday","Vertical Plankton  Tow","72.4992783333","-158.518003333","08312017 03:33:45.419","JUDAY NET NOT BONGO"
175,201901,305,"72","CH-H02","Marinovich","Opportunistic off-bottom sample","69.5109983333","-167.10011","09172019 22:14:55.704","JELLIES WASHDOWN HANDFUL POLLOCK"
175,201701,306,"57","CH-N07","CTD","Oceanography","72.4979083333","-158.523735","08312017 03:51:06.371",""
175,201901,306,"73","CH-H03","Marinovich","Opportunistic off-bottom sample","69.4998433333","-165.909626667","09182019 02:16:01.823",""
175,201701,307,"57","CH-N07","Bongo","Oblique tow","72.4900233333","-158.520063333","08312017 04:18:14.379",""
175,201901,307,"73","CH-H03","Bongo","Oblique tow","69.505375","-165.718716667","09182019 15:51:01.006","BON044, STNH03"
175,201701,308,"57","CH-N07","3m Beam Trawl","Standard bottom sample","72.4812366667","-158.49895","08312017 04:41:58.000",""
175,201901,308,"73","CH-H03","3m Beam Trawl","Standard bottom sample","69.5004083333","-165.714345","09182019 16:02:59.000","BEAM035, STNH03"
175,201701,309,"57","CH-N07","3m Beam Trawl","Standard bottom sample","72.4699283333","-158.463738333","08312017 05:10:06.782",""
175,201901,309,"73","CH-H03","Juday","Vertical Plankton  Tow","69.4954883333","-165.720013333","09182019 16:22:29.956","did a redo"
175,201701,310,"","","Seabird Survey","Seabird Survey Start","72.47007","-158.461081667","08312017 05:32:55.465",""
175,201901,310,"73","CH-H03","Benthic Grab","Benthic grab","69.49459","-165.728521667","09182019 16:34:32.946",""
175,201701,311,"","","Seabird Survey","Seabird Survey End","72.5005333333","-158.328346667","08312017 06:13:16.807",""
175,201901,311,"73","CH-H03","CTD","Oceanography","69.4935366667","-165.74086","09182019 16:51:27.363",""
175,201701,312,"58","CH-N08","Marinovich","Opportunistic off-bottom sample","72.5168616667","-157.240063333","08312017 16:46:16.431","Oblique tow through upper scattering layer on E. part of transect 80m more time in deeper SSL."
175,201901,312,"73","CH-H03","Marinovich","Opportunistic off-bottom sample","69.500165","-165.1515","09182019 19:00:30.126",""
175,201701,313,"","","Seabird Survey","Seabird Survey Start","72.5326083333","-157.354811667","08312017 17:47:02.828",""
175,201901,313,"74","CH-H04","CTD","Oceanography","69.4991383333","-164.20724","09182019 22:40:52.165","CTD077, STN H04"
175,201701,314,"58","CH-N08","CTD","Oceanography","72.5561183333","-156.913258333","08312017 20:16:38.164",""
175,201901,314,"74","CH-H04","Juday","Vertical Plankton  Tow","69.49892","-164.207961667","09182019 22:42:08.907",""
175,201701,315,"58","CH-N08","Bongo","Oblique tow","72.555585","-156.948526667","08312017 20:49:16.918",""
175,201901,315,"74","CH-H04","Benthic Grab","Benthic grab","69.4986783333","-164.208931667","09182019 22:43:35.788","STNH04, GRAB034"
175,201701,316,"","","Seabird Survey","Seabird Survey Start","72.5423083333","-156.928475","08312017 21:14:23.142",""
175,201901,316,"74","CH-H04","Bongo","Oblique tow","69.4972566667","-164.204915","09182019 22:52:06.763","STNH04, BON045"
175,201701,317,"","","Seabird Survey","Seabird Survey End","72.44915","-156.57445","08312017 22:52:04.034",""
175,201901,317,"74","CH-H04","3m Beam Trawl","Standard bottom sample","69.496155","-164.189718333","09182019 23:04:24.786","BEAM036, STNH06"
175,201701,318,"","","Seabird Survey","Seabird Survey Start","72.4418983333","-156.70448","09012017 00:22:54.529",""
175,201901,318,"74","CH-H04","Marinovich","Opportunistic off-bottom sample","69.4959333333","-164.22806","09182019 23:34:05.190",""
175,201701,319,"59","CH-M08.7","CTD","Oceanography","72.3748016667","-157.160948333","09012017 01:51:29.909",""
175,201901,319,"74","CH-H04","Nordic","Surface trawl at pre-determined station","69.496185","-164.484098333","09192019 00:57:22.337","Nordic 001 MARPORT DID WORK: net height estimate but no width"
175,201701,320,"59","CH-M08.7","Bongo","Oblique tow","72.3737983333","-157.194443333","09012017 02:23:24.273",""
175,201901,320,"75","CH-FG02","Bongo","Oblique tow","68.7607666667","-167.099928333","09192019 16:03:54.576","BON046, STNFG02"
175,201701,321,"59","CH-M08.7","3m Beam Trawl","Standard bottom sample","72.37122","-157.228841667","09012017 02:56:35.293",""
175,201901,321,"75","CH-FG02","3m Beam Trawl","Standard bottom sample","68.7566333333","-167.09021","09192019 16:18:12.077","BEAM037, STN FG02"
175,201701,322,"","","Seabird Survey","Seabird Survey Start","72.3790833333","-157.278313333","09012017 03:23:27.971",""
175,201901,322,"75","CH-FG02","Juday","Vertical Plankton  Tow","68.7553533333","-167.082953333","09192019 16:40:02.073","ch-fg02 juday 038"
175,201701,323,"60","CH-M08.5","CTD","Oceanography","72.252665","-157.41863","09012017 04:41:16.777",""
175,201901,323,"75","CH-FG02","Benthic Grab","Benthic grab","68.758575","-167.085218333","09192019 16:51:23.332","ch-fg02, grab 035"
175,201701,324,"60","CH-M08.5","Bongo","Oblique tow","72.2459466667","-157.432788333","09012017 05:05:31.404",""
175,201901,324,"75","CH-FG02","CTD","Oceanography","68.7617083333","-167.088071667","09192019 17:02:30.584","CH-FG02, ctd 078"
175,201701,325,"60","CH-M08.5","3m Beam Trawl","Standard bottom sample","72.23716","-157.429408333","09012017 05:30:50.568",""
175,201901,325,"75","CH-FG02","Nordic","Surface trawl at pre-determined station","68.7669183333","-167.101086667","09192019 18:11:56.242",""
175,201701,326,"61","CH-M08","Juday","Vertical Plankton  Tow","72.0006383333","-157.214511667","09012017 14:16:01.077","JUDAY NOT BONGO.  Fishing at an angle."
175,201901,326,"75","CH-FG02","Marinovich","Opportunistic off-bottom sample","68.7638333333","-167.672753333","09192019 21:06:34.412",""
175,201701,327,"61","CH-M08","CTD","Oceanography","72.00121","-157.217581667","09012017 14:33:32.742",""
175,201901,327,"76","CH-FG01","CTD","Oceanography","68.750725","-168.495585","09192019 23:56:57.080","CTD079, STNFG01"
175,201701,328,"61","CH-M08","Bongo","Opportunistic bottom sample","71.9945666667","-157.231253333","09012017 14:54:31.587",""
175,201901,328,"76","CH-FG01","Juday","Vertical Plankton  Tow","68.750755","-168.495083333","09192019 23:59:17.402","JUDAY 039, STNFG01"
175,201701,329,"61","CH-M08","3m Beam Trawl","Standard bottom sample","71.9892583333","-157.199836667","09012017 15:17:13.043",""
