"SHIP","SURVEY","CLAMS_EVENT_NUMBER","CLAMS_STATION_NUMBER","GRID_STATION_NAME","GEAR","NET_PARTITION","CATCH_SAMPLE_NUMBER","SPECIES_CODE","COMMON_NAME","SCIENTIFIC_NAME","SPECIES_SUBCATEGORY","TOTAL_WEIGHT_IN_HAUL","SAMPLED_WEIGHT","TOTAL_NUMBER_IN_HAUL","SAMPLED_NUMBER","FREQUENCY_EXPANSION","SAMPLED_IN_MIX","WHOLE_HAULED","COMMENTS"
175,201701,685,"97","CH-F02","3m Beam Trawl","Codend",3547,20041,"Veteran poacher","Podothecus veternus","None",0.002,0.002,2,2,1,0,1,""
175,201701,685,"97","CH-F02","3m Beam Trawl","Codend",3548,21740,"Walleye pollock","Gadus chalcogrammus","None",0.036,0.036,1,1,1,0,1,""
175,201701,685,"97","CH-F02","3m Beam Trawl","Codend",3549,23807,"Slender eelblenny","Lumpenus fabricii","None",0.357,0.032,133.875,12,11.1563,0,1,""
175,201701,685,"97","CH-F02","3m Beam Trawl","Codend",3551,81742,"Purple Orange sea star","Asterias amurensis","None",0.4849,0.143,10.1728,3,3.3909,1,0,""
175,201701,685,"97","CH-F02","3m Beam Trawl","Codend",3552,1119,"Eualus gaimardii gaimardii","Eualus gaimardii gaimardii","None",0.0373,0.011,30.5184,9,3.3909,1,0,""
175,201701,685,"97","CH-F02","3m Beam Trawl","Codend",3553,74655,"Many-Rib cyclocardia","Cyclocardia crebricostata","None",0.0034,0.001,3.3909,1,3.3909,1,0,""
175,201701,685,"97","CH-F02","3m Beam Trawl","Codend",3554,99993,"Empty bivalve shells","empty bivalve shells","None",0.067818,0.02,0,0,3.3909,1,0,""
175,201701,685,"97","CH-F02","3m Beam Trawl","Codend",3555,43000,"Sea anemone unident.","Actiniaria (order)","None",6.887,0.117,117.7264,2,58.8632,1,0,""
175,201701,685,"97","CH-F02","3m Beam Trawl","Codend",4276,66502,"Crangon sp.","Crangon sp.","None",0.0034,0.001,30.5184,9,3.3909,1,0,""
175,201701,685,"97","CH-F02","3m Beam Trawl","Codend",4277,66515,"Twospine crangon","Crangon communis","None",0.0034,0.001,16.9547,5,3.3909,1,0,""
175,201701,685,"97","CH-F02","3m Beam Trawl","Codend",4291,1186,"Nephtys sp.","Nephtys sp.","None",0.0034,0.001,3.3909,1,3.3909,1,0,""
175,201701,686,"97","CH-F02","Nordic","Codend",3559,40561,"Lions mane","Cyanea capillata","None",20.366,20.366,15,15,1,0,1,""
175,201701,686,"97","CH-F02","Nordic","Codend",3560,40520,"brown rimmed jelly","Aurelia limbata","None",0.328,0.328,0,0,1,0,1,""
175,201701,686,"97","CH-F02","Nordic","Codend",3561,40562,"Staurophora mertensi","Staurophora mertensi","None",0.021,0.021,0,0,1,0,1,""
175,201701,686,"97","CH-F02","Nordic","Codend",3562,21720,"Pacific cod","Gadus macrocephalus","Age 0",0.007,0.007,2,2,1,0,1,""
175,201701,686,"97","CH-F02","Nordic","Codend",3563,21368,"Shorthorn (Warty) sculpin","Myoxocephalus scorpius","None",0.002,0.002,1,1,1,0,1,""
175,201701,686,"97","CH-F02","Nordic","Codend",3564,20202,"sand lance unid.","Ammodytes sp.","None",0.012,0.012,6,6,1,0,1,""
175,201701,686,"97","CH-F02","Nordic","Codend",3565,10211,"Longhead dab","Limanda proboscidea","None",0.003,0.003,8,8,1,0,1,""
175,201701,686,"97","CH-F02","Nordic","Codend",3566,20322,"Bering wolffish","Anarhichas orientalis","None",0.04,0.04,1,1,1,0,1,""
175,201701,686,"97","CH-F02","Nordic","Codend",3567,10220,"Starry flounder","Platichthys stellatus","None",0.232,0.232,1,1,1,0,1,""
175,201701,686,"97","CH-F02","Nordic","Codend",3568,79200,"Gonatus sp.","Gonatus sp.","None",0.002,0.002,1,1,1,0,1,""
175,201701,689,"0","","Marinovich","Codend",3575,40504,"Chrysaora melanaster","Chrysaora melanaster","None",31.992,27.072,17.7261,15,1.1817,0,1,""
175,201701,689,"0","","Marinovich","Codend",3576,40561,"Lions mane","Cyanea capillata","None",14.561,9.55,30.4942,20,1.5247,0,1,""
175,201701,689,"0","","Marinovich","Codend",3577,40520,"brown rimmed jelly","Aurelia limbata","None",8.919,3.725,47.8872,20,2.3944,0,1,""
175,201701,689,"0","","Marinovich","Codend",3579,21368,"Shorthorn (Warty) sculpin","Myoxocephalus scorpius","None",0.45,0.45,11,11,1,0,1,""
175,201701,689,"0","","Marinovich","Codend",3580,21725,"Arctic cod","Boreogadus saida","None",0.016,0.016,1,1,1,0,1,""
175,201701,689,"0","","Marinovich","Codend",3581,21725,"Arctic cod","Boreogadus saida","Age 0",5.7797,0.087,3321.6426,50,66.4329,1,0,""
175,201701,689,"0","","Marinovich","Codend",3582,23808,"Snake prickleback","Lumpenus sagitta","None",0.6538,0.021,622.6738,20,31.1337,1,0,""
175,201701,689,"0","","Marinovich","Codend",3583,21720,"Pacific cod","Gadus macrocephalus","Age 0",0.4184,0.009,139.4789,3,46.493,1,0,""
175,201701,689,"0","","Marinovich","Codend",3585,23041,"Capelin","Mallotus villosus","None",0.0174,0.002,8.7174,1,8.7174,1,0,""
175,201701,689,"0","","Marinovich","Codend",3586,20202,"sand lance unid.","Ammodytes sp.","None",0.1133,0.013,61.022,7,8.7174,1,0,""
175,201701,689,"0","","Marinovich","Codend",3587,66020,"Pandalus sp.","Pandalus sp.","None",0.0087,0.001,8.7174,1,8.7174,1,0,""
175,201701,689,"0","","Marinovich","Codend",3588,60100,"Amphipod unident.","amphipod unident.","None",0.0087,0.001,26.1523,3,8.7174,1,0,""
175,201701,689,"0","","Marinovich","Codend",3589,66000,"Shrimp unident.","shrimp unident.","None",0.0087,0.001,26.1523,3,8.7174,1,0,""
175,201701,689,"0","","Marinovich","Codend",3590,66515,"Twospine crangon","Crangon communis","None",0.011,0.011,1,1,1,0,1,""
175,201701,689,"0","","Marinovich","Codend",3591,40562,"Staurophora mertensi","Staurophora mertensi","None",0.095,0.095,0,0,1,0,1,""
175,201701,689,"0","","Marinovich","Codend",5654,21744,"Walleye pollock age 0","Gadus chalcogrammus Age 0","Age 0",1.7086,0.026,985.7405,15,65.716,1,0,"Genetics reassignment"
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3593,21368,"Shorthorn (Warty) sculpin","Myoxocephalus scorpius","None",0.056,0.056,11,11,1,0,1,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3594,21315,"Arctic staghorn sculpin","Gymnocanthus tricuspis","None",0.006,0.006,1,1,1,0,1,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3595,23805,"Daubed shanny","Lumpenus maculatus","None",0.017,0.017,2,2,1,0,1,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3596,68580,"Snow crab","Chionoecetes opilio","None",0.768,0.768,21,21,1,0,1,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3597,23806,"Stout eelblenny","Lumpenus medius","None",0.015,0.015,2,2,1,0,1,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3598,10140,"Bering flounder","Hippoglossoides robustus","None",0.057,0.057,7,7,1,0,1,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3599,23807,"Slender eelblenny","Lumpenus fabricii","None",0.073,0.073,10,10,1,0,1,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3601,21720,"Pacific cod","Gadus macrocephalus","None",0.004,0.004,1,1,1,0,1,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3602,21735,"Saffron cod","Eleginus gracilis","None",0.003,0.003,1,1,1,0,1,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3603,21725,"Arctic cod","Boreogadus saida","None",0.007,0.007,6,6,1,0,1,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3605,80590,"Leptasterias polaris","Leptasterias polaris","None",0.158,0.158,2,2,1,0,1,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3606,71001,"Snail  eggs","gastropod eggs","None",0.012,0.012,0,0,1,0,1,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3607,71884,"Neptunea heros","Neptunea heros","None",0.3596,0.039,9.2193,1,9.2193,1,0,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3608,43000,"Sea anemone unident.","Actiniaria (order)","None",0.0184,0.002,9.2193,1,9.2193,1,0,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3609,66530,"Ridged crangon","Crangon dalli","None",0.0092,0.001,64.5348,7,9.2193,1,0,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3610,98082,"Sea potato","Styela rustica","None",0.0092,0.001,9.2193,1,9.2193,1,0,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3611,10001,"Flatfish unident.","Pleuronectiformes","None",0.002,0.002,2,2,1,0,1,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3612,10211,"Longhead dab","Limanda proboscidea","None",0.001,0.001,1,1,1,0,1,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3613,10212,"Sakhalin sole","Limanda sakhalinensis","None",0.012,0.012,1,1,1,0,1,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3614,95039,"disc bryozoan","Alcyonidium disciforme","None",0.0092,0.001,9.2193,1,9.2193,1,0,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3616,74436,"Northern nutclam","Nuculana pernula","None",0.0277,0.003,82.9733,9,9.2193,1,0,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3617,1142,"Phyllodoce groenlandica","Phyllodoce groenlandica","None",0.0184,0.002,9.2193,1,9.2193,1,0,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3618,1127,"Ennucula tenuis","Ennucula tenuis","None",1.5673,0.025,5015.2727,80,62.6909,1,0,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3619,69086,"Fuzzy hermit crab","Pagurus trigonocheirus","None",0.1291,0.014,55.3155,6,9.2193,1,0,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3621,99994,"Empty gastropod shells","empty gastropod shells","None",0.8574,0.093,9.2193,1,9.2193,1,0,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3622,99993,"Empty bivalve shells","empty bivalve shells","None",0.2120439,0.023,0,0,9.2193,1,0,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3623,99998,"Polychaete tubes","Polychaete tubes","None",0.0092193,0.001,0,0,9.2193,1,0,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3624,40561,"Lions mane","Cyanea capillata","None",0.2120439,0.023,0,0,9.2193,1,0,""
175,201701,697,"98","CH-F01","3m Beam Trawl","Codend",3625,83336,"Stegophiura nodosa","Stegophiura nodosa","None",0.0092,0.001,9.2193,1,9.2193,1,0,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3627,22201,"Liparis sp.","Liparis sp.","None",0.002,0.002,2,2,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3628,24193,"Gymnelus sp.","Gymnelus sp.","None",0.001,0.001,1,1,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3629,81742,"Purple Orange sea star","Asterias amurensis","None",0.049,0.049,7,7,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3631,83020,"Basketstar","Gorgonocephalus eucnemis (prev G. caryi)","None",0.095,0.095,1,1,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3632,23804,"Arctic shanny","Stichaeus punctatus","None",0.185,0.049,41.5306,11,3.7755,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3633,10211,"Longhead dab","Limanda proboscidea","None",0.006,0.006,1,1,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3634,82526,"White sea urchin","Strongylocentrotus pallidus","None",0.183,0.183,1,1,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3635,21368,"Shorthorn (Warty) sculpin","Myoxocephalus scorpius","None",0.124,0.124,10,10,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3636,21315,"Arctic staghorn sculpin","Gymnocanthus tricuspis","None",0.001,0.001,1,1,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3637,21370,"Great sculpin","Myoxocephalus polyacanthocephalus","None",0.002,0.002,2,2,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3638,23807,"Slender eelblenny","Lumpenus fabricii","None",0.001,0.001,1,1,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3639,21387,"Leister sculpin","Enophrys lucasi","None",0.01,0.01,1,1,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3641,21314,"Threaded sculpin","Gymnocanthus pistilliger","None",0.014,0.014,1,1,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3642,23843,"Bearded warbonnet","Chirolophis snyderi","None",0.013,0.013,1,1,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3643,21334,"Hamecon","Artediellus scaber","None",0.015,0.015,3,3,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3646,66601,"Sculptured shrimp","Sclerocrangon boreas","None",0.5143,0.106,121.3058,25,4.8522,1,0,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3647,41201,"Sea raspberry","Gersemia sp.","None",0.0679,0.014,14.5567,3,4.8522,1,0,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3648,80540,"Henricia sp.","Henricia sp.","None",0.0291,0.006,19.4089,4,4.8522,1,0,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3649,21405,"Eyeshade sculpin","Nautichthys pribilovius","None",0.004,0.004,2,2,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3650,66160,"Spirontocaris sp.","Spirontocaris sp.","None",0.0049,0.001,4.8522,1,4.8522,1,0,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3651,66179,"Greenland shrimp","Eualus macilentus","None",0.0097,0.002,29.1134,6,4.8522,1,0,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3652,91000,"Sponge unident.","Porifera","None",0.3105408,0.064,0,0,4.8522,1,0,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3653,1119,"Eualus gaimardii gaimardii","Eualus gaimardii gaimardii","None",0.0097,0.002,14.5567,3,4.8522,1,0,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3654,66170,"Eualus sp.","Eualus sp.","None",0.0728,0.004,181.9588,10,18.1959,1,0,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3655,1110,"Alcyonidium gelatinosum","Alcyonidium gelatinosum","None",0.0388176,0.008,0,0,4.8522,1,0,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3656,66174,"Arctic eualid","Eualus fabricii","None",0.2475,0.008,618.6598,20,30.933,1,0,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3657,80020,"Giant sea star","Evasterias echinosoma","None",0.001,0.001,1,1,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3659,66515,"Twospine crangon","Crangon communis","None",0.0049,0.001,19.4089,4,4.8522,1,0,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3660,81060,"Solaster sp.","Solaster sp.","None",0.006,0.006,0,0,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3661,80594,"Leptasterias arctica","Leptasterias arctica","None",0.008,0.008,7,7,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3663,80200,"Blackspined sea star","Lethasterias nanimensis","None",0.001,0.001,1,1,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3664,66000,"Shrimp unident.","shrimp unident.","None",0.008,0.008,3,3,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3665,68577,"Circumboreal toad crab","Hyas coarctatus","None",0.0049,0.001,4.8522,1,4.8522,1,0,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3666,68781,"Helmet crab","Telmessus cheiragonus","None",0.0825,0.017,9.7045,2,4.8522,1,0,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3667,56311,"Giant scale worm","Eunoe nodosa","None",0.0049,0.001,4.8522,1,4.8522,1,0,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3668,95020,"Feathery bryozoan","Eucratea loricata","None",0.005,0.001,165,33,5,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3669,98300,"Compound ascidian unident.","compound ascidian unident.","None",0.011,0.011,1,1,1,0,1,""
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3670,53700,"Nephtyidae unident.","Nephtyidae unident.","None",0.0049,0.001,4.8522,1,4.8522,1,0,"NEPTYS SP. "
175,201701,702,"99","CH-E03","3m Beam Trawl","Codend",3672,71010,"Nudibranch unident.","Nudibranchia unident.","None",0.0049,0.001,4.8522,1,4.8522,1,0,""
175,201701,703,"99","CH-E03","Nordic","Codend",3674,40562,"Staurophora mertensi","Staurophora mertensi","None",1.299,1.299,0,0,1,0,1,""
175,201701,703,"99","CH-E03","Nordic","Codend",3675,40520,"brown rimmed jelly","Aurelia limbata","None",0.923,0.923,19,19,1,0,1,""
175,201701,703,"99","CH-E03","Nordic","Codend",3676,40561,"Lions mane","Cyanea capillata","None",16.317,16.317,18,18,1,0,1,""
175,201701,703,"99","CH-E03","Nordic","Codend",3677,40504,"Chrysaora melanaster","Chrysaora melanaster","None",0.15,0.15,1,1,1,0,1,""
175,201701,703,"99","CH-E03","Nordic","Codend",3678,40506,"Aequorea sp.","Aequorea sp.","None",0.345,0.345,0,0,1,0,1,""
175,201701,703,"99","CH-E03","Nordic","Codend",3680,21725,"Arctic cod","Boreogadus saida","Age 0",0.022,0.022,14,14,1,0,1,""
175,201701,703,"99","CH-E03","Nordic","Codend",3681,21720,"Pacific cod","Gadus macrocephalus","Age 0",0.087,0.087,28,28,1,0,1,""
175,201701,703,"99","CH-E03","Nordic","Codend",3683,21735,"Saffron cod","Eleginus gracilis","Age 0",0.006,0.006,2,2,1,0,1,""
175,201701,703,"99","CH-E03","Nordic","Codend",3684,10211,"Longhead dab","Limanda proboscidea","None",0.001,0.001,3,3,1,0,1,""
175,201701,703,"99","CH-E03","Nordic","Codend",3685,20202,"sand lance unid.","Ammodytes sp.","None",0.001,0.001,1,1,1,0,1,""
175,201701,703,"99","CH-E03","Nordic","Codend",3687,22205,"Variegated snailfish","Liparis gibbus","None",0.012,0.012,1,1,1,0,1,""
175,201701,703,"99","CH-E03","Nordic","Codend",3688,50000,"Polychaete worm unident.","Polychaeta (class)","None",0.001,0.001,1,1,1,0,1,""
175,201701,703,"99","CH-E03","Nordic","Codend",5655,21744,"Walleye pollock age 0","Gadus chalcogrammus Age 0","Age 0",0.028,0.028,12,12,1,0,1,"Genetics reassignment"
175,201701,708,"0","","Marinovich","Codend",3708,40504,"Chrysaora melanaster","Chrysaora melanaster","None",42.892,22.831,37.5735,20,1.8787,0,1,""
175,201701,708,"0","","Marinovich","Codend",3710,60110,"Gammarid amphipod unident.","Gammaridae","None",0.001,0.001,1,1,1,0,1,""
175,201701,708,"0","","Marinovich","Codend",3711,21368,"Shorthorn (Warty) sculpin","Myoxocephalus scorpius","None",0.199,0.199,2,2,1,0,1,""
175,201701,708,"0","","Marinovich","Codend",3716,40561,"Lions mane","Cyanea capillata","None",16.57,15.17,19.6612,18,1.0923,0,1,""
175,201701,708,"0","","Marinovich","Codend",3717,23808,"Snake prickleback","Lumpenus sagitta","None",5.0477,0.029,4003.3222,23,174.0575,1,0,""
175,201701,708,"0","","Marinovich","Codend",3719,21735,"Saffron cod","Eleginus gracilis","None",0.4392,0.043,183.8409,18,10.2134,1,0,""
175,201701,708,"0","","Marinovich","Codend",3720,20202,"sand lance unid.","Ammodytes sp.","None",0.3993,0.07,205.3288,36,5.7036,1,0,""
175,201701,708,"0","","Marinovich","Codend",3721,21720,"Pacific cod","Gadus macrocephalus","None",1.192,0.137,408.9508,47,8.7011,1,0,""
175,201701,708,"0","","Marinovich","Codend",3722,21725,"Arctic cod","Boreogadus saida","Age 0",0.0057,0.001,22.8143,4,5.7036,1,0,""
175,201701,708,"0","","Marinovich","Codend",3723,40500,"Jellyfish unident.","Scyphozoa (class)","None",0.268,0.268,19,19,1,0,1,"VOUCHER 2 FOR JELLY UNID "
175,201701,708,"0","","Marinovich","Codend",5659,21744,"Walleye pollock age 0","Gadus chalcogrammus Age 0","None",0.9354,0.102,339.307,37,9.1705,1,0,"Genetics reassignment"
175,201701,708,"0","","Marinovich","Codend",5660,21744,"Walleye pollock age 0","Gadus chalcogrammus Age 0","Age 0",0.1312,0.023,211.0324,37,5.7036,1,0,"Genetics reassignment"
175,201701,708,"0","","Marinovich","Codend",5661,21720,"Pacific cod","Gadus macrocephalus","Age 0",0.0114,0.002,17.1107,3,5.7036,1,0,"Genetics reassignment"
175,201701,711,"100","CH-E02","Nordic","Codend",3725,40504,"Chrysaora melanaster","Chrysaora melanaster","None",3.055,1.979,7.7185,5,1.5437,0,1,""
175,201701,711,"100","CH-E02","Nordic","Codend",3726,40561,"Lions mane","Cyanea capillata","None",11.395,8.437,25.6614,19,1.3506,0,1,""
175,201701,711,"100","CH-E02","Nordic","Codend",3727,40520,"brown rimmed jelly","Aurelia limbata","None",0.699,0.486,11.5062,8,1.4383,0,1,""
175,201701,711,"100","CH-E02","Nordic","Codend",3728,79200,"Gonatus sp.","Gonatus sp.","None",0.016,0.016,1,1,1,0,1,"GONATUS MADOKAI "
175,201701,711,"100","CH-E02","Nordic","Codend",3730,21735,"Saffron cod","Eleginus gracilis","None",0.032,0.032,1,1,1,0,1,""
175,201701,711,"100","CH-E02","Nordic","Codend",3731,40562,"Staurophora mertensi","Staurophora mertensi","None",0.375,0.375,0,0,1,0,1,""
175,201701,711,"100","CH-E02","Nordic","Codend",3732,40506,"Aequorea sp.","Aequorea sp.","None",1.263,0.213,5.9296,1,5.9296,0,1,""
175,201701,711,"100","CH-E02","Nordic","Codend",3733,40500,"Jellyfish unident.","Scyphozoa (class)","None",0.071,0.071,16,16,1,0,1,"PINKISH, 8 RADIAL LINES ON BELL "
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3736,21720,"Pacific cod","Gadus macrocephalus","None",0.004,0.004,1,1,1,0,1,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3737,23807,"Slender eelblenny","Lumpenus fabricii","None",0.045,0.045,14,14,1,0,1,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3738,22205,"Variegated snailfish","Liparis gibbus","None",0.001,0.001,2,2,1,0,1,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3739,23804,"Arctic shanny","Stichaeus punctatus","None",0.01,0.01,1,1,1,0,1,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3740,21315,"Arctic staghorn sculpin","Gymnocanthus tricuspis","None",0.065,0.065,3,3,1,0,1,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3741,24193,"Gymnelus sp.","Gymnelus sp.","None",0.012,0.012,1,1,1,0,1,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3742,23805,"Daubed shanny","Lumpenus maculatus","None",0.01,0.01,1,1,1,0,1,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3743,24185,"Wattled eelpout","Lycodes palearis","None",0.002,0.002,1,1,1,0,1,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3744,68580,"Snow crab","Chionoecetes opilio","None",0.015,0.015,22,22,1,0,1,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3745,21725,"Arctic cod","Boreogadus saida","None",0.026,0.026,17,17,1,0,1,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3751,43000,"Sea anemone unident.","Actiniaria (order)","None",1.7873,0.416,17.1856,4,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3752,83020,"Basketstar","Gorgonocephalus eucnemis (prev G. caryi)","None",0.8851,0.206,8.5928,2,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3753,81742,"Purple Orange sea star","Asterias amurensis","None",0.0086,0.002,4.2964,1,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3754,82526,"White sea urchin","Strongylocentrotus pallidus","None",0.421,0.098,8.5928,2,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3755,80015,"Mottled sea star","Evasterias troschelii","None",0.3609,0.084,8.5928,2,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3756,63101,"Alaskan cumacean","Diastylis alaskensis","None",0.0129,0.003,21.482,5,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3757,72420,"Boreotrophon sp.","Boreotrophon sp.","None",0.0043,0.001,8.5928,2,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3759,72535,"Boreal rosy margarite","Margarites costalis","None",0.0043,0.001,12.8892,3,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3760,71500,"Snail unident.","Gastropod unident.","None",0.0086,0.002,4.2964,1,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3761,1155,"Liparis bathyarcticus","Liparis bathyarcticus","None",0.0043,0.001,4.2964,1,4.2964,1,0,"ARCTONOE VITTATA "
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3762,71526,"Arctic moonsnail","Cryptonatica affinis","None",0.0043,0.001,4.2964,1,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3763,75285,"Greenland cockle","Serripes groenlandicus","None",0.0086,0.002,34.3712,8,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3764,1143,"Gattyana sp.","Gattyana sp.","None",0.0301,0.007,103.1136,24,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3765,83336,"Stegophiura nodosa","Stegophiura nodosa","None",0.0129,0.003,38.6676,9,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3766,83320,"Notched brittlestar","Ophiura sarsi","None",0.0043,0.001,8.5928,2,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3768,66515,"Twospine crangon","Crangon communis","None",0.0258,0.006,12.8892,3,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3769,69061,"Splendid hermit","Labidochirus splendescens","None",0.0043,0.001,21.482,5,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3770,60132,"Melita sp.","Melita sp.","None",0.0043,0.001,8.5928,2,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3771,68578,"Pacific lyre crab","Hyas lyratus","None",0.0043,0.001,12.8892,3,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3772,1124,"Cistenides sp.","Cistenides sp.","None",0.0129,0.003,34.3712,8,4.2964,1,0,""
175,201701,716,"100","CH-E02","3m Beam Trawl","Codend",3773,66530,"Ridged crangon","Crangon dalli","None",0.0773,0.018,17.1856,4,4.2964,1,0,""
