StationID,Year,ArcticEis_Station,StationNumber,EventStartDate (GMT),Latitude,Longitude,LatitudeStart DD,LongitudeStart DD,BottomDepth (m),Depth (m),PrimarySalinity PSU,PrimaryTemperature deg. C,ChlorophyllA ug/L,BeamTransmisson %,PARIrradiance uE,PrimaryOxygenSat %,SigmaTheta kg/m3,PO4 uM,SiO4 uM,NO3 uM,NO2 uM,NH4 uM,,,,
'2012080111501,2012,CH-L04.5,115,9/6/2012,72.00,-163.00,71.5,-162.99,42,30,33.3188,-1.655,0.011593911,72.3678,0.0475,69.09392,26.81,,,,,,,,,
'2012080111501,2012,CH-L04.5,115,9/6/2012,72.00,-163.00,71.5,-162.99,42,31,33.3187,-1.6553,0.08307289,70.6329,0.0447,68.90814,26.81,,,,,,,,,
'2012080111501,2012,CH-L04.5,115,9/6/2012,72.00,-163.00,71.5,-162.99,42,32,33.3181,-1.6553,0.060691602,69.0805,0.0413,68.60564,26.81,,,,,,,,,
'2012080111501,2012,CH-L04.5,115,9/6/2012,72.00,-163.00,71.5,-162.99,42,33,33.3184,-1.6553,0.066639782,68.5046,0.0391,68.37503,26.81,,,,,,,,,
'2012080111501,2012,CH-L04.5,115,9/6/2012,72.00,-163.00,71.5,-162.99,42,34,33.3182,-1.6551,0.126726485,65.2888,0.0372,67.75193,26.81,,,,,,,,,
'2012080111501,2012,CH-L04.5,115,9/6/2012,72.00,-163.00,71.5,-162.99,42,35,33.3173,-1.6551,0.199112814,61.832,0.0356,67.4452,26.809,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,0,29.4612,1.6343,0.105353362,89.9735,,101.6478,23.559,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,1,29.4612,1.6343,0.105353362,89.9735,,101.6478,23.559,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,2,29.4612,1.6343,0.105353362,89.9735,48.339,101.6478,23.559,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,3,29.46,1.6341,0.11049501,90.8137,36.566,101.5797,23.558,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,4,29.4582,1.634,0.088718621,90.4674,34.71154,101.2969,23.557,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,5,29.4601,1.6325,0.097489666,90.6612,32.5,101.7641,23.558,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,6,29.4609,1.6296,0.105958262,91.8783,30.19231,101.9633,23.559,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,7,29.4612,1.629,0.104042746,93.164,27.933,102.0415,23.56,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,8,29.4611,1.6289,0.100816615,93.2731,22.418,102.64,23.56,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,9,29.4609,1.6296,0.104849279,93.2217,21.66,102.799,23.559,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,10,29.4608,1.6306,0.085895756,93.2014,18.806,101.8771,23.559,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,11,29.4608,1.6299,0.104647646,93.2806,16.896,102.7228,23.559,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,12,29.4611,1.6346,0.114527674,93.2599,15.881,102.798,23.559,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,13,29.5391,1.5834,0.099102732,93.3588,14.158,103.3198,23.625,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,14,29.7915,1.2498,0.121887287,93.3866,12.738,107.4444,23.846,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,15,30.024,0.833,0.195382599,93.3447,10.79,119.9161,24.054,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,16,30.7591,-0.2254,0.424236314,92.9904,10.104,124.7645,24.693,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,17,31.0395,-0.7526,0.662970057,92.5916,9.0557,128.7464,24.937,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,18,31.3807,-1.1796,1.624256477,92.0997,7.4525,128.0933,25.225,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,19,31.5871,-1.2934,1.080653292,91.7978,6.736,126.055,25.396,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,20,31.6841,-1.3108,1.319286218,92.0088,5.4268,125.7884,25.475,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,21,31.9095,-1.3277,1.529388043,91.7579,4.751,124.6737,25.658,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,22,32.1081,-1.3453,1.353160601,91.508,4.0371,121.8431,25.82,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,23,32.2733,-1.3596,2.405282791,91.3856,3.5181,115.4372,25.954,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,24,32.459,-1.4005,2.767516887,90.4855,3.054,108.5894,26.106,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,25,32.6945,-1.4422,3.98030245,88.484,2.4968,101.604,26.298,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,26,32.8731,-1.5179,2.89696542,86.89,2.1333,90.59638,26.445,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,27,32.971,-1.542,1.568605706,88.7938,1.8512,86.48245,26.525,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,28,33.0121,-1.552,1.046879726,89.5621,1.5867,85.54322,26.559,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,29,33.051,-1.5623,0.981752193,90.3911,1.387,82.79937,26.591,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,30,33.1255,-1.5862,0.584433915,89.9467,1.2254,78.09558,26.652,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,31,33.2425,-1.6144,0.523843129,88.8198,1.0856,72.43414,26.747,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,32,33.3253,-1.6343,0.071075713,82.8909,0.94484,68.2795,26.815,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,33,33.3563,-1.642,0,77.4104,0.79476,66.60448,26.841,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,34,33.3583,-1.6433,0,73.7823,0.64858,66.31142,26.842,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,35,33.3586,-1.6437,0,70.466,0.50105,66.18536,26.843,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,36,33.3588,-1.644,0,67.9037,0.38519,65.9445,26.843,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,37,33.3588,-1.644,0,66.7639,0.27775,65.53402,26.843,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,38,33.3586,-1.6442,0,65.7333,0.20532,65.26353,26.843,,,,,,,,,
'2012080111601,2012,CH-L05,116,9/6/2012,72.00,-162.00,71.5,-162.197,45.7,39,33.3583,-1.6444,0,64.7963,0.14763,65.16756,26.842,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,0,26.9914,0.0409,0.161306583,41.38461,,101.1018,21.645,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,1,26.9914,0.0409,0.161306583,41.45261,,101.1018,21.645,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,2,26.9914,0.0409,0.161306583,41.5206,1.4069,101.1018,21.645,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,3,26.9873,0.0421,0.21947777,41.5886,0.97132,98.63236,21.642,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,4,26.9934,0.0426,0.144772659,71.9321,0.83453,96.07664,21.646,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,5,26.9762,0.0428,0.151527372,83.2731,0.99569,95.36147,21.633,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,6,26.97243,0.0375,0.253251336,88.9328,1.4026,95.0723,21.63,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,7,26.9688,0.042,0.176429076,89.2795,1.3138,95.65288,21.627,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,8,26.9874,0.0426,0.203952011,89.4365,1.1294,96.04672,21.642,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,9,26.9866,0.042,0.18046174,90.4295,1.0319,96.86285,21.641,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,10,27.0062,0.0391,0.324024599,89.2489,0.96144,97.46225,21.657,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,11,27.0033,0.0394,0.203347112,91.1931,0.89446,96.99125,21.655,0.4243616,11.98428,0.2946955,0,0.2750491,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,12,27.8715,-0.1287,0.451860067,92.3941,0.96738,104.1824,22.359,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,13,29.8571,-0.5383,0.934267567,91.8222,1.1262,124.1296,23.974,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,14,30.3713,-0.6781,0.959370904,91.5633,1.028,130.3741,24.394,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,15,30.8634,-0.8173077,2.286924085,91.2503,0.83253,131.0183,24.797,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,16,31.5936,-1.0005,2.518903115,88.7149,0.35765,129.5189,25.393,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,17,32.0238,-1.1704,2.09617905,88.0486,0.60112,126.7794,25.746,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,18,32.2243,-1.2491,1.631817724,89.8265,0.5486,122.7982,25.911,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,19,32.3917,-1.3141,1.461437645,90.4572,0.36897,118.0783,26.049,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,20,32.5339,-1.3728,1.049097691,91.4615,0.34728,114.4223,26.166,0.7761025,25.15238,0.2936075,0.009786918,0.469772,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,21,32.664,-1.4371,0.810162315,92.5976,0.42584,110.9593,26.273,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,22,32.7507,-1.4914,0.516584333,93.8761,0.38499,104.8402,26.345,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,23,32.8162,-1.5304,1.342574856,93.7931,0.34683,101.1638,26.399,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,24,32.8664,-1.5629,1.5491481,93.1602,0.31051,92.56683,26.441,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,25,32.9398,-1.6219,3.005095272,87.0978,0.28053,88.06888,26.502,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,26,32.9548,-1.6363,3.159693517,84.2836,0.23849,85.64725,26.514,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,27,32.9574,-1.6394,3.194374433,73.1826,0.18301,84.84612,26.516,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,28,32.96,-1.6424,3.29095675,71.3873,0.1429,84.30315,26.519,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,29,32.9655,-1.6484,3.009779212,70.5571,0.10367,83.77487,26.523,1.964575,32.9712,13.99075,0.1076211,3.042742,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,30,32.9682,-1.6514,2.908256881,70.6551,0.0791,82.99736,26.526,,,,,,,,,
'2012080111801,2012,CH-M06,118,9/7/2012,72.00,-160.00,71.999,-160.427,39,31,32.972,-1.6538,2.794132473,70.3095,0.0509,82.39547,26.529,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,0,26.9683,0.0685,0,76.0597,,103.4577,21.625,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,1,26.9683,0.0685,0,76.0597,,103.4577,21.625,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,2,26.9683,0.0685,0,76.0597,124.5082,103.4577,21.625,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,3,26.9827,0.0693,0,86.6449,124.57,99.41551,21.637,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,4,26.99616,0.0673,0,92.2919,122.27,91.96862,21.648,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,5,27.00962,0.0642,0.082367174,92.5388,109.45,92.21363,21.659,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,6,27.02308,0.0673,0,92.9027,88.031,88.44065,21.67,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,7,27.03654,0.0648,0.009275129,92.9945,67.288,88.04764,21.681,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,8,27.05,0.0692,0,93.0452,32.889,105.0582,21.691,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,9,27.0506,0.0692,0,92.1246,23.698,108.9937,21.692,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,10,27.9763,-0.1299,0.008367779,91.85,23.629,117.4134,22.444,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,11,30.0289,-0.6237,0.25133582,91.4827,29.294,139.2479,24.116,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,12,31.2779,-0.8475,0.311825789,92.2391,29.985,140.4267,25.133,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,13,31.5573,-0.9365,0.546930134,92.9058,25.446,137.0691,25.362,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,14,31.6794,-0.9772,0.634943039,92.6894,22.407,133.8103,25.462,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,15,31.8055,-1.0288,0.661256175,92.2844,19.935,132.913,25.566,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,16,31.8949,-1.0818,0.636757738,92.1414,18.32,129.8811,25.64,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,17,32.0636,-1.1844,0.616191148,92.16,17.906,124.3789,25.779,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,18,32.1815,-1.3029,0.628894042,92.6597,16.091,119.4315,25.878,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,19,32.2666,-1.3954,0.520516181,93.1348,14.61,116.5819,25.949,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,20,32.3326,-1.4424,0.483516484,93.3529,12.995,110.6208,26.004,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,21,32.3973,-1.4497,0.65782841,93.5349,11.701,105.7796,26.057,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,22,32.4662,-1.4263,1.17451356,93.3588,10.103,101.7494,26.112,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,23,32.5402,-1.4477,1.158181268,92.9791,9.3206,98.43994,26.173,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,24,32.6128,-1.5152,1.184580099,92.5157,9.1893,93.7633,26.233,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,25,32.6889,-1.5772,0.717814296,88.7273,7.709,91.04659,26.297,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,26,32.7338,-1.6128,0.258897066,92.1113,7.0673,89.12712,26.334,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,27,32.7729,-1.6184,0.402560742,92.982,6.3123,87.53011,26.366,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,28,32.8231,-1.5913,0.819941526,93.0571,5.9005,86.94276,26.406,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,29,32.8768,-1.6235,0.570521222,92.7988,5.2926,83.28358,26.451,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,30,32.9579,-1.6687,0.384615385,92.4057,5.1762,78.59397,26.518,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,31,33.0587,-1.695,0.047686259,93.4773,4.6827,77.11477,26.6,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,32,33.1922,-1.7024,0.041133179,93.6429,4.1902,73.54789,26.709,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,33,33.239,-1.6984,0.56104446,87.5514,3.5716,73.62811,26.747,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,34,33.2392,-1.6979,0.808952515,66.972,1.1541,73.50747,26.747,,,,,,,,,
'2012080111901,2012,CH-M06.5,119,9/7/2012,72.00,-160.00,71.998,-159.61,41,35,33.24,-1.6981,0.822159492,34.5445,1.2534,73.66389,26.748,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,0,27.0953,2.052,0.496219377,2.342,205.45,93.11526,21.641,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,1,27.0953,2.052,0.496219377,2.342,205.45,93.11526,21.641,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,2,27.0953,2.052,0.496219377,2.342,205.45,93.11526,21.641,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,3,27.11089,2.0571,0.313942938,51.5318,146.94,99.09715,21.654,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,4,27.8461,2.0577,0,64.937,127.58,100.025,22.241,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,5,27.9261,2.0606,0,79.672,116.19,98.90398,22.305,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,6,27.92628,2.054567,0.424841214,88.2106,113.4615,93.36188,22.306,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,7,27.9654,2.048533,0.083173707,91.3773,108.1731,97.50248,22.337,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,8,28.0411,2.0425,0.015929025,92.5713,102.9,105.3956,22.398,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,9,28.074,2.0092,0.060489969,92.5717,96.329,106.4351,22.427,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,10,28.1672,1.9228,0.091541486,92.6318,85.893,106.9467,22.506,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,11,28.2553,1.8454,0.107067245,92.5435,75.901,107.6792,22.581,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,12,28.3256,1.7727,0.120274221,92.6842,66.278,108.6003,22.642,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,13,28.3565,1.7224,0.128238734,92.6823,59.398,109.9692,22.669,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,14,28.5666,1.4941,0.155660853,92.7402,51.883,115.1201,22.85,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,15,29.5709,0.4505,0.241758242,92.6934,49.51923,127.6193,23.708,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,16,30.0489,-0.2037,0.12299627,92.7661,48.293,137.1316,24.118,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,17,30.3992,-0.3365385,0.278354673,93.4831,42.631,134.5616,24.406,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,18,30.5709,-0.4641,0.190644218,93.2385,37.95,136.13,24.549,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,19,30.9291,-0.6949,0.254057869,93.5072,32.61,132.8394,24.846,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,20,31.21,-0.7691,0.247605605,93.5215,30.128,130.6027,25.076,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,21,31.3538,-0.8391,0.485633632,93.6224,25.992,126.2385,25.194,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,22,31.5605,-0.966,1.473132372,92.985,23.661,119.5165,25.365,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,23,31.6824,-0.9087,2.098800282,91.317,20.092,105.4636,25.462,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,24,31.7079,-1.0348,1.248916221,91.3972,17.954,104.2203,25.487,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,25,31.7593,-1.0803,0.848069362,93.1556,13.156,104.7832,25.53,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,26,31.8593,-1.1553,0.544913802,93.755,13.358,104.0748,25.613,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,27,31.9546,-1.1566,0.809154149,93.8217,13.338,96.88945,25.69,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,28,32.018,-1.1428,1.110394193,93.7136,11.246,93.88144,25.741,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,29,32.0494,-1.164,0.955136607,92.9493,10.364,92.9313,25.767,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,30,32.0808,-1.1856,0.979635044,92.2817,9.0373,91.09479,25.793,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,31,32.0913,-1.1947,0.919749975,92.587,8.1358,90.28602,25.802,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,32,32.1005,-1.2007,0.849682428,91.8423,7.5758,90.17569,25.81,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,33,32.1117,-1.2062,0.549551366,91.4917,6.9233,90.40035,25.819,,,,,,,,,
'2012080112101,2012,CH-M07.5,121,9/8/2012,72.00,-158.00,72.001,-157.989,66,34,32.1247,-1.2136,0.460530295,91.3035,5.9395,89.84109,25.83,,,,,,,,,
